Java HotSpot(TM) 64-Bit Server VM (25.261-b12) for bsd-amd64 JRE (1.8.0_261-b12), built on Jun 18 2020 06:38:55 by "java_re" with gcc 4.2.1 Compatible Apple LLVM 10.0.0 (clang-1000.11.45.5)
Memory: 4k page, physical 16777216k(68236k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=536870912 -XX:MaxHeapSize=536870912 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseSerialGC 
2020-11-19T14:55:47.033-0800: 1.192: [GC (Allocation Failure) 2020-11-19T14:55:47.034-0800: 1.192: [DefNew: 139776K->6963K(157248K), 0.0182587 secs] 139776K->6963K(506816K), 0.0183598 secs] [Times: user=0.05 sys=0.01, real=0.02 secs] 
2020-11-19T14:56:52.413-0800: 66.571: [GC (Allocation Failure) 2020-11-19T14:56:52.413-0800: 66.571: [DefNew: 140132K->334K(157248K), 0.0028585 secs] 178057K->38259K(506816K), 0.0029836 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:52.490-0800: 66.647: [GC (Allocation Failure) 2020-11-19T14:56:52.490-0800: 66.647: [DefNew: 140110K->330K(157248K), 0.0032058 secs] 178035K->38255K(506816K), 0.0032883 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:52.561-0800: 66.719: [GC (Allocation Failure) 2020-11-19T14:56:52.561-0800: 66.719: [DefNew: 140106K->312K(157248K), 0.0028411 secs] 178031K->38238K(506816K), 0.0029255 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:52.635-0800: 66.793: [GC (Allocation Failure) 2020-11-19T14:56:52.635-0800: 66.793: [DefNew: 140088K->338K(157248K), 0.0058408 secs] 178014K->38264K(506816K), 0.0059751 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:52.721-0800: 66.878: [GC (Allocation Failure) 2020-11-19T14:56:52.721-0800: 66.878: [DefNew: 140114K->367K(157248K), 0.0038188 secs] 178040K->38293K(506816K), 0.0040194 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:52.810-0800: 66.968: [GC (Allocation Failure) 2020-11-19T14:56:52.810-0800: 66.968: [DefNew: 140143K->345K(157248K), 0.0026909 secs] 178069K->38270K(506816K), 0.0029787 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:52.885-0800: 67.043: [GC (Allocation Failure) 2020-11-19T14:56:52.885-0800: 67.043: [DefNew: 140121K->323K(157248K), 0.0025663 secs] 178046K->38248K(506816K), 0.0026688 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:52.958-0800: 67.116: [GC (Allocation Failure) 2020-11-19T14:56:52.958-0800: 67.116: [DefNew: 140099K->326K(157248K), 0.0033178 secs] 178024K->38253K(506816K), 0.0034252 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:53.034-0800: 67.191: [GC (Allocation Failure) 2020-11-19T14:56:53.034-0800: 67.191: [DefNew: 140102K->348K(157248K), 0.0027804 secs] 178029K->38275K(506816K), 0.0028820 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:53.122-0800: 67.279: [GC (Allocation Failure) 2020-11-19T14:56:53.122-0800: 67.280: [DefNew: 140124K->334K(157248K), 0.0025298 secs] 178051K->38261K(506816K), 0.0026114 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:53.197-0800: 67.355: [GC (Allocation Failure) 2020-11-19T14:56:53.197-0800: 67.355: [DefNew: 140110K->337K(157248K), 0.0028751 secs] 178037K->38263K(506816K), 0.0029595 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:53.273-0800: 67.430: [GC (Allocation Failure) 2020-11-19T14:56:53.273-0800: 67.430: [DefNew: 140113K->320K(157248K), 0.0028520 secs] 178039K->38247K(506816K), 0.0029288 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:53.340-0800: 67.498: [GC (Allocation Failure) 2020-11-19T14:56:53.340-0800: 67.498: [DefNew: 140096K->337K(157248K), 0.0031143 secs] 178023K->38264K(506816K), 0.0031949 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:53.405-0800: 67.563: [GC (Allocation Failure) 2020-11-19T14:56:53.406-0800: 67.563: [DefNew: 140113K->336K(157248K), 0.0030283 secs] 178040K->38263K(506816K), 0.0031784 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:53.475-0800: 67.632: [GC (Allocation Failure) 2020-11-19T14:56:53.475-0800: 67.632: [DefNew: 140112K->328K(157248K), 0.0027882 secs] 178039K->38254K(506816K), 0.0028682 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:53.550-0800: 67.707: [GC (Allocation Failure) 2020-11-19T14:56:53.550-0800: 67.707: [DefNew: 140104K->350K(157248K), 0.0028213 secs] 178030K->38276K(506816K), 0.0029269 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:53.629-0800: 67.786: [GC (Allocation Failure) 2020-11-19T14:56:53.629-0800: 67.786: [DefNew: 140126K->346K(157248K), 0.0027488 secs] 178052K->38273K(506816K), 0.0028322 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:53.707-0800: 67.865: [GC (Allocation Failure) 2020-11-19T14:56:53.707-0800: 67.865: [DefNew: 140122K->337K(157248K), 0.0026537 secs] 178049K->38263K(506816K), 0.0027411 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:53.785-0800: 67.943: [GC (Allocation Failure) 2020-11-19T14:56:53.786-0800: 67.943: [DefNew: 140113K->338K(157248K), 0.0027378 secs] 178039K->38264K(506816K), 0.0029100 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:53.860-0800: 68.017: [GC (Allocation Failure) 2020-11-19T14:56:53.860-0800: 68.017: [DefNew: 140114K->340K(157248K), 0.0028646 secs] 178040K->38266K(506816K), 0.0029746 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:53.932-0800: 68.089: [GC (Allocation Failure) 2020-11-19T14:56:53.932-0800: 68.089: [DefNew: 140116K->340K(157248K), 0.0028560 secs] 178042K->38266K(506816K), 0.0029945 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:54.011-0800: 68.168: [GC (Allocation Failure) 2020-11-19T14:56:54.011-0800: 68.168: [DefNew: 140116K->336K(157248K), 0.0059597 secs] 178042K->38263K(506816K), 0.0060795 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:54.104-0800: 68.261: [GC (Allocation Failure) 2020-11-19T14:56:54.104-0800: 68.261: [DefNew: 140112K->342K(157248K), 0.0026669 secs] 178039K->38270K(506816K), 0.0027790 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:54.176-0800: 68.333: [GC (Allocation Failure) 2020-11-19T14:56:54.176-0800: 68.333: [DefNew: 140118K->339K(157248K), 0.0025590 secs] 178046K->38266K(506816K), 0.0026555 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:54.239-0800: 68.397: [GC (Allocation Failure) 2020-11-19T14:56:54.239-0800: 68.397: [DefNew: 140115K->347K(157248K), 0.0025161 secs] 178042K->38275K(506816K), 0.0025933 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:54.316-0800: 68.473: [GC (Allocation Failure) 2020-11-19T14:56:54.316-0800: 68.473: [DefNew: 140123K->351K(157248K), 0.0026578 secs] 178051K->38279K(506816K), 0.0027855 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:54.392-0800: 68.550: [GC (Allocation Failure) 2020-11-19T14:56:54.393-0800: 68.550: [DefNew: 140127K->321K(157248K), 0.0024403 secs] 178055K->38250K(506816K), 0.0025163 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:54.461-0800: 68.618: [GC (Allocation Failure) 2020-11-19T14:56:54.461-0800: 68.618: [DefNew: 140097K->337K(157248K), 0.0029544 secs] 178026K->38266K(506816K), 0.0030566 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:54.531-0800: 68.689: [GC (Allocation Failure) 2020-11-19T14:56:54.531-0800: 68.689: [DefNew: 140113K->335K(157248K), 0.0030995 secs] 178042K->38263K(506816K), 0.0032327 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:54.605-0800: 68.763: [GC (Allocation Failure) 2020-11-19T14:56:54.605-0800: 68.763: [DefNew: 140111K->325K(157248K), 0.0024282 secs] 178039K->38253K(506816K), 0.0025033 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:54.678-0800: 68.835: [GC (Allocation Failure) 2020-11-19T14:56:54.678-0800: 68.836: [DefNew: 140101K->341K(157248K), 0.0029169 secs] 178029K->38270K(506816K), 0.0030097 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:54.752-0800: 68.909: [GC (Allocation Failure) 2020-11-19T14:56:54.752-0800: 68.909: [DefNew: 140117K->341K(157248K), 0.0030338 secs] 178046K->38270K(506816K), 0.0031377 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:54.826-0800: 68.983: [GC (Allocation Failure) 2020-11-19T14:56:54.826-0800: 68.983: [DefNew: 140117K->335K(157248K), 0.0028728 secs] 178046K->38264K(506816K), 0.0029711 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:54.895-0800: 69.053: [GC (Allocation Failure) 2020-11-19T14:56:54.895-0800: 69.053: [DefNew: 140111K->307K(157248K), 0.0029091 secs] 178040K->38235K(506816K), 0.0030302 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:54.965-0800: 69.122: [GC (Allocation Failure) 2020-11-19T14:56:54.965-0800: 69.122: [DefNew: 140083K->345K(157248K), 0.0029824 secs] 178011K->38273K(506816K), 0.0031138 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:55.038-0800: 69.195: [GC (Allocation Failure) 2020-11-19T14:56:55.038-0800: 69.195: [DefNew: 140121K->324K(157248K), 0.0028106 secs] 178049K->38252K(506816K), 0.0029068 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:55.118-0800: 69.275: [GC (Allocation Failure) 2020-11-19T14:56:55.118-0800: 69.275: [DefNew: 140100K->325K(157248K), 0.0028109 secs] 178028K->38254K(506816K), 0.0029121 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:55.189-0800: 69.347: [GC (Allocation Failure) 2020-11-19T14:56:55.189-0800: 69.347: [DefNew: 140101K->331K(157248K), 0.0028747 secs] 178030K->38260K(506816K), 0.0029742 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:55.260-0800: 69.417: [GC (Allocation Failure) 2020-11-19T14:56:55.260-0800: 69.417: [DefNew: 140107K->320K(157248K), 0.0028841 secs] 178036K->38249K(506816K), 0.0029995 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:55.335-0800: 69.492: [GC (Allocation Failure) 2020-11-19T14:56:55.335-0800: 69.492: [DefNew: 140096K->318K(157248K), 0.0027366 secs] 178025K->38247K(506816K), 0.0028281 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:55.409-0800: 69.566: [GC (Allocation Failure) 2020-11-19T14:56:55.409-0800: 69.566: [DefNew: 140094K->324K(157248K), 0.0027937 secs] 178023K->38253K(506816K), 0.0028914 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:55.482-0800: 69.639: [GC (Allocation Failure) 2020-11-19T14:56:55.482-0800: 69.639: [DefNew: 140100K->325K(157248K), 0.0029119 secs] 178029K->38253K(506816K), 0.0030106 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:55.555-0800: 69.713: [GC (Allocation Failure) 2020-11-19T14:56:55.556-0800: 69.713: [DefNew: 140101K->349K(157248K), 0.0029137 secs] 178029K->38279K(506816K), 0.0030005 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:55.630-0800: 69.787: [GC (Allocation Failure) 2020-11-19T14:56:55.630-0800: 69.787: [DefNew: 140125K->329K(157248K), 0.0028473 secs] 178055K->38259K(506816K), 0.0029333 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:55.708-0800: 69.865: [GC (Allocation Failure) 2020-11-19T14:56:55.708-0800: 69.865: [DefNew: 140105K->334K(157248K), 0.0028459 secs] 178035K->38264K(506816K), 0.0029274 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:55.780-0800: 69.938: [GC (Allocation Failure) 2020-11-19T14:56:55.780-0800: 69.938: [DefNew: 140110K->344K(157248K), 0.0029324 secs] 178040K->38273K(506816K), 0.0030166 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:55.853-0800: 70.011: [GC (Allocation Failure) 2020-11-19T14:56:55.853-0800: 70.011: [DefNew: 140120K->327K(157248K), 0.0028783 secs] 178049K->38257K(506816K), 0.0029686 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:55.925-0800: 70.082: [GC (Allocation Failure) 2020-11-19T14:56:55.925-0800: 70.083: [DefNew: 140103K->333K(157248K), 0.0028556 secs] 178033K->38263K(506816K), 0.0029444 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:56.002-0800: 70.159: [GC (Allocation Failure) 2020-11-19T14:56:56.002-0800: 70.159: [DefNew: 140109K->339K(157248K), 0.0030585 secs] 178039K->38269K(506816K), 0.0031484 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:56.080-0800: 70.237: [GC (Allocation Failure) 2020-11-19T14:56:56.080-0800: 70.237: [DefNew: 140115K->319K(157248K), 0.0028925 secs] 178045K->38249K(506816K), 0.0030012 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:56.162-0800: 70.320: [GC (Allocation Failure) 2020-11-19T14:56:56.162-0800: 70.320: [DefNew: 140095K->338K(157248K), 0.0030378 secs] 178025K->38268K(506816K), 0.0031560 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
2020-11-19T14:56:56.234-0800: 70.392: [GC (Allocation Failure) 2020-11-19T14:56:56.234-0800: 70.392: [DefNew: 140114K->334K(157248K), 0.0027982 secs] 178044K->38263K(506816K), 0.0028828 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:56.310-0800: 70.468: [GC (Allocation Failure) 2020-11-19T14:56:56.311-0800: 70.468: [DefNew: 140110K->304K(157248K), 0.0027546 secs] 178039K->38234K(506816K), 0.0028438 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:56.386-0800: 70.543: [GC (Allocation Failure) 2020-11-19T14:56:56.386-0800: 70.543: [DefNew: 140080K->339K(157248K), 0.0028224 secs] 178010K->38269K(506816K), 0.0029064 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:56.458-0800: 70.616: [GC (Allocation Failure) 2020-11-19T14:56:56.458-0800: 70.616: [DefNew: 140115K->347K(157248K), 0.0028446 secs] 178045K->38277K(506816K), 0.0029281 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:56.521-0800: 70.679: [GC (Allocation Failure) 2020-11-19T14:56:56.522-0800: 70.679: [DefNew: 140123K->322K(157248K), 0.0028503 secs] 178053K->38252K(506816K), 0.0029459 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:56.583-0800: 70.741: [GC (Allocation Failure) 2020-11-19T14:56:56.584-0800: 70.741: [DefNew: 140098K->326K(157248K), 0.0027431 secs] 178028K->38256K(506816K), 0.0028327 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:56.654-0800: 70.812: [GC (Allocation Failure) 2020-11-19T14:56:56.655-0800: 70.812: [DefNew: 140102K->332K(157248K), 0.0030583 secs] 178032K->38262K(506816K), 0.0031492 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:56.733-0800: 70.891: [GC (Allocation Failure) 2020-11-19T14:56:56.733-0800: 70.891: [DefNew: 140108K->342K(157248K), 0.0028842 secs] 178038K->38273K(506816K), 0.0029862 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:56.806-0800: 70.964: [GC (Allocation Failure) 2020-11-19T14:56:56.807-0800: 70.964: [DefNew: 140118K->317K(157248K), 0.0028244 secs] 178049K->38247K(506816K), 0.0029181 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:56.878-0800: 71.035: [GC (Allocation Failure) 2020-11-19T14:56:56.878-0800: 71.035: [DefNew: 140093K->341K(157248K), 0.0030208 secs] 178023K->38271K(506816K), 0.0031129 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:56.947-0800: 71.104: [GC (Allocation Failure) 2020-11-19T14:56:56.947-0800: 71.104: [DefNew: 140117K->350K(157248K), 0.0030318 secs] 178047K->38281K(506816K), 0.0031302 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:57.020-0800: 71.177: [GC (Allocation Failure) 2020-11-19T14:56:57.020-0800: 71.177: [DefNew: 140126K->327K(157248K), 0.0029507 secs] 178057K->38258K(506816K), 0.0030511 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:57.095-0800: 71.253: [GC (Allocation Failure) 2020-11-19T14:56:57.095-0800: 71.253: [DefNew: 140103K->348K(157248K), 0.0029983 secs] 178034K->38278K(506816K), 0.0030920 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:57.175-0800: 71.332: [GC (Allocation Failure) 2020-11-19T14:56:57.175-0800: 71.332: [DefNew: 140124K->316K(157248K), 0.0028876 secs] 178054K->38246K(506816K), 0.0029718 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:57.246-0800: 71.403: [GC (Allocation Failure) 2020-11-19T14:56:57.246-0800: 71.404: [DefNew: 140092K->363K(157248K), 0.0030376 secs] 178022K->38294K(506816K), 0.0031480 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:57.316-0800: 71.474: [GC (Allocation Failure) 2020-11-19T14:56:57.316-0800: 71.474: [DefNew: 140139K->300K(157248K), 0.0028068 secs] 178070K->38232K(506816K), 0.0029061 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:57.386-0800: 71.543: [GC (Allocation Failure) 2020-11-19T14:56:57.386-0800: 71.543: [DefNew: 140076K->316K(157248K), 0.0027577 secs] 178008K->38248K(506816K), 0.0028498 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:57.454-0800: 71.611: [GC (Allocation Failure) 2020-11-19T14:56:57.454-0800: 71.611: [DefNew: 140092K->341K(157248K), 0.0028727 secs] 178024K->38273K(506816K), 0.0029696 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:57.520-0800: 71.677: [GC (Allocation Failure) 2020-11-19T14:56:57.520-0800: 71.677: [DefNew: 140117K->323K(157248K), 0.0027801 secs] 178049K->38255K(506816K), 0.0028666 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:57.589-0800: 71.747: [GC (Allocation Failure) 2020-11-19T14:56:57.589-0800: 71.747: [DefNew: 140099K->343K(157248K), 0.0028044 secs] 178031K->38275K(506816K), 0.0028903 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:57.658-0800: 71.815: [GC (Allocation Failure) 2020-11-19T14:56:57.658-0800: 71.815: [DefNew: 140119K->311K(157248K), 0.0029004 secs] 178051K->38243K(506816K), 0.0030075 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:57.724-0800: 71.881: [GC (Allocation Failure) 2020-11-19T14:56:57.724-0800: 71.881: [DefNew: 140087K->322K(157248K), 0.0027948 secs] 178019K->38253K(506816K), 0.0029010 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:57.794-0800: 71.951: [GC (Allocation Failure) 2020-11-19T14:56:57.794-0800: 71.951: [DefNew: 140098K->320K(157248K), 0.0029229 secs] 178029K->38252K(506816K), 0.0030116 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:57.861-0800: 72.018: [GC (Allocation Failure) 2020-11-19T14:56:57.861-0800: 72.018: [DefNew: 140096K->330K(157248K), 0.0028962 secs] 178028K->38262K(506816K), 0.0030040 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:57.924-0800: 72.081: [GC (Allocation Failure) 2020-11-19T14:56:57.924-0800: 72.081: [DefNew: 140106K->331K(157248K), 0.0027842 secs] 178038K->38262K(506816K), 0.0029207 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:57.996-0800: 72.154: [GC (Allocation Failure) 2020-11-19T14:56:57.996-0800: 72.154: [DefNew: 140107K->339K(157248K), 0.0032314 secs] 178038K->38270K(506816K), 0.0033552 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:58.087-0800: 72.245: [GC (Allocation Failure) 2020-11-19T14:56:58.087-0800: 72.245: [DefNew: 140115K->342K(157248K), 0.0029912 secs] 178046K->38274K(506816K), 0.0030862 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:58.166-0800: 72.323: [GC (Allocation Failure) 2020-11-19T14:56:58.166-0800: 72.323: [DefNew: 140118K->304K(157248K), 0.0027594 secs] 178050K->38236K(506816K), 0.0028617 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:58.231-0800: 72.388: [GC (Allocation Failure) 2020-11-19T14:56:58.231-0800: 72.388: [DefNew: 140080K->326K(157248K), 0.0029144 secs] 178012K->38257K(506816K), 0.0030390 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:58.314-0800: 72.471: [GC (Allocation Failure) 2020-11-19T14:56:58.314-0800: 72.471: [DefNew: 140102K->337K(157248K), 0.0028671 secs] 178033K->38269K(506816K), 0.0029559 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:58.389-0800: 72.546: [GC (Allocation Failure) 2020-11-19T14:56:58.389-0800: 72.546: [DefNew: 140113K->334K(157248K), 0.0028728 secs] 178045K->38266K(506816K), 0.0029757 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:58.466-0800: 72.623: [GC (Allocation Failure) 2020-11-19T14:56:58.466-0800: 72.623: [DefNew: 140110K->400K(157248K), 0.0029348 secs] 178042K->38333K(506816K), 0.0030292 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:58.531-0800: 72.688: [GC (Allocation Failure) 2020-11-19T14:56:58.531-0800: 72.688: [DefNew: 140176K->318K(157248K), 0.0031066 secs] 178109K->38251K(506816K), 0.0032157 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:58.595-0800: 72.753: [GC (Allocation Failure) 2020-11-19T14:56:58.595-0800: 72.753: [DefNew: 140094K->324K(157248K), 0.0028761 secs] 178027K->38257K(506816K), 0.0029766 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:58.660-0800: 72.817: [GC (Allocation Failure) 2020-11-19T14:56:58.660-0800: 72.817: [DefNew: 140100K->331K(157248K), 0.0028329 secs] 178033K->38264K(506816K), 0.0029302 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:58.724-0800: 72.881: [GC (Allocation Failure) 2020-11-19T14:56:58.724-0800: 72.881: [DefNew: 140107K->337K(157248K), 0.0028003 secs] 178040K->38269K(506816K), 0.0029010 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:58.788-0800: 72.946: [GC (Allocation Failure) 2020-11-19T14:56:58.789-0800: 72.946: [DefNew: 140113K->313K(157248K), 0.0028110 secs] 178045K->38245K(506816K), 0.0029049 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:58.856-0800: 73.013: [GC (Allocation Failure) 2020-11-19T14:56:58.856-0800: 73.013: [DefNew: 140089K->335K(157248K), 0.0028351 secs] 178021K->38268K(506816K), 0.0029299 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:58.931-0800: 73.088: [GC (Allocation Failure) 2020-11-19T14:56:58.931-0800: 73.088: [DefNew: 140111K->341K(157248K), 0.0030897 secs] 178044K->38274K(506816K), 0.0032666 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:59.006-0800: 73.164: [GC (Allocation Failure) 2020-11-19T14:56:59.006-0800: 73.164: [DefNew: 140117K->313K(157248K), 0.0028165 secs] 178050K->38246K(506816K), 0.0029044 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:59.079-0800: 73.236: [GC (Allocation Failure) 2020-11-19T14:56:59.079-0800: 73.236: [DefNew: 140089K->335K(157248K), 0.0029148 secs] 178022K->38269K(506816K), 0.0030082 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:59.165-0800: 73.322: [GC (Allocation Failure) 2020-11-19T14:56:59.165-0800: 73.323: [DefNew: 140111K->332K(157248K), 0.0028441 secs] 178045K->38266K(506816K), 0.0029353 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:59.243-0800: 73.400: [GC (Allocation Failure) 2020-11-19T14:56:59.243-0800: 73.400: [DefNew: 140108K->342K(157248K), 0.0028438 secs] 178042K->38276K(506816K), 0.0029327 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:59.314-0800: 73.471: [GC (Allocation Failure) 2020-11-19T14:56:59.314-0800: 73.472: [DefNew: 140118K->322K(157248K), 0.0028437 secs] 178052K->38256K(506816K), 0.0029306 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:59.383-0800: 73.540: [GC (Allocation Failure) 2020-11-19T14:56:59.383-0800: 73.540: [DefNew: 140098K->332K(157248K), 0.0030466 secs] 178032K->38266K(506816K), 0.0031573 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:59.452-0800: 73.609: [GC (Allocation Failure) 2020-11-19T14:56:59.452-0800: 73.609: [DefNew: 140108K->336K(157248K), 0.0030186 secs] 178042K->38270K(506816K), 0.0031356 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:59.522-0800: 73.679: [GC (Allocation Failure) 2020-11-19T14:56:59.522-0800: 73.679: [DefNew: 140112K->347K(157248K), 0.0028470 secs] 178046K->38281K(506816K), 0.0029290 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
